NN,VE1sign_Dz(v)_cme,J_Dz(p)_cme,HATS5s_cbt,VE3sign_B(v)_cbt,R1s+_cbt,Wap_cme,Eig09_EA(dm)_cme,DLS_01_cbt,Active_2,Pred,%Prob(-1),%Prob(+1),stdVE1sign_Dz(v)_cme,stdJ_Dz(p)_cme,stdHATS5s_cbt,stdVE3sign_B(v)_cbt,stdR1s+_cbt,stdWap_cme,stdEig09_EA(dm)_cme,stdDLS_01_cbt,Outlier_info(standardization_approach),snew,Set
MD127,0.441156462585034,0.2999053926206246,0.03947916666666669,0.15518018018018015,-0.021755368814192374,-0.05683827225890475,-0.006318681318681318,0.16666666666666674,-1,-1,0.9832443041613508,0.01675569583864919,1.348052229982013,0.9876774098469258,0.1632794197826404,0.5131090050261526,0.2618194267939752,0.3590311013471072,0.08880926941943933,0.22361224517090636,In,NA,Sub_train
MD120,0.2280045351473923,0.18070009460737946,0.28159375,0.009824324324324351,0.4989915966386556,-0.055775472608447736,-0.6486263736263735,0.1499999999999999,-1,-1,0.9901824814388098,0.009817518561190175,0.5116712098402622,0.5111864654763462,1.225245730746689,0.19242549395085817,1.8057111410820765,0.3508136567856065,3.445649639298116,0.17944192331696945,In,2.4710074573463476,Sub_train
MD020,-0.042970521541950114,0.4720908230842006,-0.04708333333333332,-0.6826576576576577,-0.05032679738562098,-0.0024701656955264588,-0.006318681318681318,0.16666666666666674,1,1,0.00041655333018353335,0.9995834466698165,0.5516004061910065,1.675942107271095,0.21640220669032986,3.553624293487098,0.37525705746349974,0.06133684044343697,0.08880926941943933,0.22361224517090636,In,2.3960728617824705,Sub_train
MD132,-0.043083900226757406,0.1677704194260485,-0.2343750000000001,-0.1260135135135135,0.20140056022408973,-0.001361958070585642,-0.6423076923076922,0.0,-1,-1,0.9992601815782273,0.0007398184217727286,0.5520452897123586,0.4595035852668383,1.0379034875548316,0.8517610280904582,0.6241803683045984,0.06990537423686419,3.4108795131644536,0.2180909733684585,In,2.260336442526237,Sub_train
MD103,0.1645124716553288,0.24030274361400186,-0.09590624999999997,-0.003689189189189173,-0.0533893557422969,-0.055775472608447736,-0.6486263736263735,0.1499999999999999,-1,-1,0.9925479010643306,0.007452098935669468,0.26253643788314485,0.7494319376616353,0.4305499543773107,0.25801796650752357,0.3874163851953961,0.3508136567856065,3.445649639298116,0.17944192331696945,In,2.1654906053755556,Sub_train
MD036,0.052154195011337855,-0.08388520971302432,0.5102343749999999,-3.378378378379507e-05,0.6238095238095237,-0.0020704911708903113,0.0,0.0,1,1,0.0008420957947549157,0.9991579042052451,0.1783431317766825,0.5464217417377175,2.228112380598489,0.24027520268094577,2.301277888399135,0.06442707786253042,0.1235793955531022,0.2180909733684585,In,NA,Sub_train
MD078,-0.1302721088435374,-0.04446546830652779,-0.07621875,0.20036486486486488,-0.047226890756302486,-0.043092730112994165,-0.006318681318681318,0.1499999999999999,1,1,0.032869118593694346,0.9671308814063057,0.8941607176320427,0.3888519850014142,0.34419637146107573,0.7324283690981229,0.3629494452470673,0.2527521516850322,0.08880926941943933,0.17944192331696945,In,NA,Sub_train
MD023,-0.06208616780045353,-0.3422516556291393,-0.03621527777777779,-0.08813813813813805,-0.03809523809523813,0.16332018610802768,0.0,-0.3333333333333333,1,1,0.0013314751936847058,0.9986685248063153,0.626607767890953,1.5791717441290622,0.16873259213515962,0.6679199036191374,0.32669388877818034,1.3432087569345408,0.1235793955531022,1.1014974104471877,In,NA,Sub_train
MD116,0.8697278911564625,-0.4219489120151372,0.14409375000000002,-0.21720270270270264,0.3365266106442578,0.0003639667056922184,-0.006318681318681318,0.1499999999999999,-1,-1,0.9963725513013936,0.003627448698606452,3.029711940692555,1.8977399755082487,0.6221413421253648,1.2943790329028355,1.160673633353408,0.08325002594077203,0.08880926941943933,0.17944192331696945,In,2.370245988116068,Sub_train
MD126,0.4379692617787856,0.5305371596762326,-0.0698958333333333,0.08063063063063065,-0.04855275443510738,-0.08144850407668952,0.11025641025641024,0.16666666666666674,-1,-1,0.9967229404622031,0.0032770595377968783,1.3355460598817848,1.9095655332587864,0.3164627075297768,0.1512571980885492,0.3682135444480715,0.5493145809487098,0.7302929008419442,0.22361224517090636,In,NA,Sub_train
MD111,0.2939229024943311,-0.11046357615894074,-0.10484374999999996,0.022972972972972964,-0.08081232492997213,-0.0632923171394157,0.0,0.125,-1,-1,0.5894775315679235,0.4105224684320765,0.7703264891543123,0.6526615745196035,0.46975173963769673,0.128604018153223,0.49629426796546,0.4089330334565414,0.1235793955531022,0.113186440536065,In,NA,Sub_train
MD121,0.4615646258503402,0.02838221381267744,0.03784375,-0.030716216216216195,-0.04610644257703078,-0.0556928104134122,-0.6486263736263735,0.1499999999999999,-1,-1,0.9906352371123881,0.009364762887611887,1.4281312638253725,0.0976630745527273,0.1561061327361594,0.38920291162085424,0.35850091071100754,0.35017452220860096,3.445649639298116,0.17944192331696945,In,2.272250622686752,Sub_train
MD139,0.27335600907029484,0.1343424787133398,-0.07653124999999998,0.0017162162162162372,-0.06067226890756301,-0.05518502835819385,-0.16016483516483515,0.1499999999999999,-1,-1,0.9006283587622422,0.09937164123775773,0.6896246183810604,0.32588443155445457,0.34556706325339687,0.23178097748485743,0.41633185967978475,0.346248409806995,0.7577677147045262,0.17944192331696945,In,NA,Sub_train
MD069,-0.13345930964978586,0.18616629874908025,-0.08833333333333332,0.2427927927927928,0.01027077497665732,-0.06770296193077895,0.11025641025641024,0.16666666666666674,1,1,0.1708275293820014,0.8291724706179986,0.9066668877322712,0.5330361384104466,0.3973335232767272,0.9383668687685331,0.134665481304933,0.4430356312866348,0.7302929008419442,0.22361224517090636,In,NA,Sub_train
MD012,-0.1302721088435374,-0.4947965941343425,-0.05177083333333332,0.009234234234234235,-0.026237161531279217,0.2177655396491749,-0.006318681318681318,-0.3333333333333333,1,1,0.0020357501414833834,0.9979642498585166,0.8941607176320427,2.188928885956936,0.23696258357514774,0.1952896985858327,0.2796135649382144,1.7641739634655151,0.08880926941943933,1.1014974104471877,In,NA,Sub_train
MD086,0.5161451247165533,0.154437086092715,0.34421875,-0.0554054054054054,0.4917366946778711,-0.06929123072199524,0.0,0.125,1,-1,0.8784658563150781,0.12153414368492185,1.6422981910042227,0.40620719074835065,1.4999323659278563,0.5090403589818818,1.7769068799610888,0.455315942759234,0.1235793955531022,0.113186440536065,In,NA,Sub_train
MD040,-0.06208616780045353,0.002119205298013012,-0.10734374999999996,0.2297297297297297,-0.10490196078431382,-0.056206986136369014,0.0,0.125,1,1,0.0962389572341692,0.9037610427658308,0.626607767890953,0.2026423492807227,0.4807172739762663,0.8749608119637564,0.5919377604907451,0.3541500697132038,0.1235793955531022,0.113186440536065,In,NA,Sub_train
MD041,0.1976064499874024,-0.17144959529065495,0.23510416666666664,-0.08828828828828829,0.049486461251167166,-0.07942918474082122,-0.22051282051282048,0.16666666666666674,1,1,0.000756525639094896,0.9992434743609051,0.3923929946155551,0.8964366947012912,1.0213324817757063,0.6686487088697675,0.0210332274571595,0.5337014362818586,1.0898476150245815,0.22361224517090636,In,NA,Sub_train
MD056,0.1976064499874024,-0.17144959529065495,0.16171875000000002,-0.16554054054054054,0.019607843137254926,-0.07942918474082122,-0.22051282051282048,0.0,1,1,0.0006792335860179577,0.999320766413982,0.3923929946155551,0.8964366947012912,0.69944835921228,1.0436190103187044,0.09759436017110136,0.5337014362818586,1.0898476150245815,0.2180909733684585,In,NA,Sub_train
MD042,-0.06208616780045353,-0.4813245033112586,-0.08696428571428566,-0.05791505791505795,-0.0518607442977191,0.2223646111334168,0.0,-0.3571428571428572,1,1,0.004502291615319232,0.9954977083846808,0.626607767890953,2.135077845894738,0.39132858780560564,0.521221818170977,0.3813473130783433,1.7997334547956878,0.1235793955531022,1.1645978702385258,In,NA,Sub_train
MD039,0.3232426303854876,-0.07095553453169337,0.7347187499999999,0.12752702702702706,0.7342857142857143,-0.056484005708752415,-0.006318681318681318,0.1499999999999999,1,1,0.0034927493618631678,0.9965072506381368,0.8853733677759384,0.4947388615282097,3.2127488296124174,0.37888494201769685,2.73990339365463,0.35629195315994033,0.08880926941943933,0.17944192331696945,In,2.608319522761087,Sub_train
MD088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.013867085263489787,0.9861329147365102,0.38298955159860026,0.21111329940286538,0.009884643313936977,0.24011122149955402,0.17544371455214763,0.08043587726752797,0.1235793955531022,0.2180909733684585,In,NA,Sub_train
MD106,0.8697278911564625,-0.4219489120151372,0.2413541666666667,-0.10022522522522524,0.4208216619981327,0.0003639667056922184,-0.006318681318681318,0.16666666666666674,-1,-1,0.9968967933541008,0.003103206645899258,3.029711940692555,1.8977399755082487,1.0487463176221306,0.7265887262948221,1.495351714949639,0.08325002594077203,0.08880926941943933,0.22361224517090636,In,2.3971695997522016,Sub_train
MD102,0.13151927437641714,0.02207505518763789,-0.4812500000000001,0.0058783783783783825,-0.39635854341736704,-0.002601890996118813,0.0,0.0,-1,-1,0.9657918181299232,0.03420818187007679,0.13307533316971382,0.12287423563053622,2.1207500034885736,0.2115784959374046,1.7491128066832955,0.0603183555817801,0.1235793955531022,0.2180909733684585,In,NA,Sub_train
MD054,0.1373015873015873,-0.4087038789025544,-0.07778125,0.009824324324324351,-0.04330532212885151,-0.04659996895950228,-0.006318681318681318,0.1499999999999999,1,1,0.027716053532124585,0.9722839464678754,0.155764392758666,1.844796537244851,0.3510498304226817,0.19242549395085817,0.3473795743708581,0.27986971873798433,0.08880926941943933,0.17944192331696945,In,NA,Sub_train
MD137,0.4379692617787856,0.5305371596762326,-0.0698958333333333,0.08063063063063065,-0.04855275443510738,-0.08144850407668952,0.11025641025641024,0.16666666666666674,-1,-1,0.9967229404622031,0.0032770595377968783,1.3355460598817848,1.9095655332587864,0.3164627075297768,0.1512571980885492,0.3682135444480715,0.5493145809487098,0.7302929008419442,0.22361224517090636,In,NA,Sub_train
MD009,-0.13345930964978586,-0.15820456217807216,-0.14677083333333332,-0.15450450450450445,-0.05975723622782449,0.15182421031361773,0.11025641025641024,-0.3333333333333333,1,1,0.0029334437395085455,0.9970665562604915,0.9066668877322712,0.8434932564378934,0.6536528884407902,0.9900518243974273,0.41269888980866937,1.2543231953611096,0.7302929008419442,1.1014974104471877,In,NA,Sub_train
MD122,0.44477198286722097,0.33848417954378224,0.36322916666666666,-0.0423423423423423,0.6069094304388423,-0.08078720651640517,0.11025641025641024,0.16666666666666674,-1,-1,0.9332637036067098,0.06673629639329012,1.3622390711629047,1.14188567843952,1.5833161166273952,0.4456343021771052,2.2341791591469007,0.544201504332665,0.7302929008419442,0.22361224517090636,In,NA,Sub_train
MD032,-0.06208616780045353,0.05509933774834405,0.02880208333333332,-0.043918918918918935,0.040896358543417416,-0.06204057532887745,0.0,0.16666666666666674,1,1,0.0034812595713759054,0.9965187404286241,0.626607767890953,0.009131403772867697,0.11644745021166616,0.4532867573087165,0.013072203985965425,0.39925470986188505,0.1235793955531022,0.22361224517090636,In,NA,Sub_train
MD043,-0.06208616780045353,0.002119205298013012,0.022222222222222227,0.3091591591591592,0.03193277310924367,-0.056206986136369014,0.0,0.16666666666666674,1,1,0.08539000368378591,0.9146099963162141,0.626607767890953,0.2026423492807227,0.08758677302890337,1.260498789546823,0.04866048027444399,0.3541500697132038,0.1235793955531022,0.22361224517090636,In,NA,Sub_train
MD026,0.052154195011337855,-0.08388520971302432,0.21874999999999992,-0.008310810810810811,0.4366946778711485,-0.0020704911708903113,0.0,0.0,1,1,0.04483382841457795,0.955166171585422,0.1783431317766825,0.5464217417377175,0.9495996113108971,0.2804505921219032,1.5583726208771522,0.06442707786253042,0.1235793955531022,0.2180909733684585,In,NA,Sub_train
MD063,0.24160997732426295,0.001892147587511849,-0.08653124999999998,-0.1280135135135135,-0.032100840336134404,-0.05348454891746264,-0.006318681318681318,0.1499999999999999,1,1,0.33813256262852687,0.6618674373714731,0.5650572324025013,0.20354995107952276,0.38942920060767494,0.8614687140288446,0.30289422901026014,0.333100498508594,0.08880926941943933,0.17944192331696945,In,NA,Sub_train
MD066,-0.13345930964978586,-0.15820456217807216,0.004843749999999987,0.3013513513513513,0.008683473389355751,0.15182421031361773,0.11025641025641024,-0.25,1,1,0.027987783240561837,0.9720122167594382,0.9066668877322712,0.8434932564378934,0.011361079467041443,1.2226009165140828,0.14096757189768427,1.2543231953611096,0.7302929008419442,0.8806458011775056,In,NA,Sub_train
MD090,0.2939229024943311,-0.11046357615894074,0.024722222222222232,0.10240240240240248,0.05602240896358537,-0.0632923171394157,0.0,0.16666666666666674,1,-1,0.55731397502112,0.44268602497887993,0.7703264891543123,0.6526615745196035,0.09855230736747293,0.2569339594298436,0.04698301225084116,0.4089330334565414,0.1235793955531022,0.22361224517090636,In,NA,Sub_train
MD053,0.025215419501133783,0.5186754966887415,-0.04790178571428567,-0.6592664092664093,-0.05634253701480596,-0.015584421718901302,0.0,0.1428571428571428,1,1,0.0012652747135268871,0.9987347252864731,0.2840474564499165,1.8621517429917869,0.21999211376545666,3.4400868469425845,0.3991414512225825,0.040061077584734615,0.1235793955531022,0.1605117853795682,In,2.3691262094373293,Test
MD112,0.15673469387755098,0.32662251655629104,0.3112847222222222,0.2407807807807809,0.48851540616246497,-0.06903143525188353,-0.6692307692307692,0.16666666666666674,-1,-1,0.9973114063053656,0.0026885936946344086,0.23201742831839778,1.09447188817252,1.355476680926006,0.9286008784100969,1.7641173431699169,0.453307234088645,3.5590304853861476,0.22361224517090636,In,2.6068401432609027,Test
MD013,0.025215419501133783,0.5186754966887415,-0.05557291666666669,-0.6614864864864866,-0.033613445378151294,-0.015584421718901302,0.0,0.16666666666666674,1,1,0.002216152982197017,0.997783847017803,0.2840474564499165,1.8621517429917869,0.2536393337150557,3.4508627531483222,0.3088997506339412,0.040061077584734615,0.1235793955531022,0.22361224517090636,In,2.3729651589776317,Test
MD010,-0.1302721088435374,-0.38883632923368017,-0.13465625,-0.1969324324324324,-0.1172549019607843,0.17643444213140252,-0.006318681318681318,-0.3500000000000001,1,1,0.00048510160112669176,0.9995148983988733,0.8941607176320427,1.7653813798497542,0.6005157366251387,1.1959903240678378,0.6409828537508038,1.4446066749627124,0.08880926941943933,1.1456677323011246,In,NA,Test
MD055,0.06349206349206342,-0.030905077262693287,0.072734375,0.016587837837837825,-0.2495798319327731,-0.002377522181022335,0.0,0.0,1,1,0.00018862905348704384,0.999811370946513,0.13385477964148323,0.33464798868412715,0.3091438713488205,0.15959646143624742,1.166354782459464,0.06205314943365245,0.1235793955531022,0.2180909733684585,In,NA,Test
MD059,0.2257369614512472,-0.15704824976348156,-0.07371875,-0.006391891891891877,-0.02313725490196079,-0.05017806111604085,-0.006318681318681318,0.1499999999999999,1,1,0.3142630849932928,0.6857369150067072,0.5027735394132223,0.8388712102402951,0.3332308371225062,0.27113646101885663,0.26730595272178215,0.30753511542836975,0.08880926941943933,0.17944192331696945,In,NA,Test
MD123,0.4479591836734694,0.1078524124881742,0.37534375,-0.08477027027027023,0.5494117647058825,-0.05617697469862039,-0.006318681318681318,0.1499999999999999,-1,-1,0.6976035999853534,0.3023964000146466,1.374745241263133,0.2199975550276591,1.6364532684430468,0.6515728018475154,2.005895195204767,0.3539180247310623,0.08880926941943933,0.17944192331696945,In,NA,Test
MD084,-0.04727891156462585,0.30652790917691586,-0.07246875,-0.010445945945945936,-0.0998879551820728,-0.0510046830663963,-0.006318681318681318,0.1499999999999999,1,1,0.04374611255023608,0.9562538874497639,0.5685059800023823,1.014149128978624,0.3277480699532214,0.2908142027858563,0.572030568441877,0.3139264611984258,0.08880926941943933,0.17944192331696945,In,NA,Test
MD094,0.07447719828672211,0.6166298749080206,0.0,0.0,0.0,-0.08177915285683171,0.11025641025641024,0.0,1,1,0.20172516062603663,0.7982748393739634,0.09075050957271179,2.253697881970871,0.009884643313936977,0.24011122149955402,0.17544371455214763,0.5518711192567323,0.7302929008419442,0.2180909733684585,In,NA,Test
MD030,-0.06208616780045353,0.002119205298013012,0.012552083333333304,0.3385135135135135,0.05378151260504201,-0.056206986136369014,0.0,0.16666666666666674,1,1,0.17481705169201,0.82518294830799,0.626607767890953,0.2026423492807227,0.04517147701096411,1.4029802160449123,0.038085943178721854,0.3541500697132038,0.1235793955531022,0.22361224517090636,In,NA,Test
MD107,0.34154195011337873,0.1809271523178806,0.02190972222222226,0.11051051051051057,0.018487394957983152,-0.0682992843815687,-0.15384615384615385,0.16666666666666674,-1,-1,0.9613858662196628,0.0386141337803372,0.9571775681221504,0.5120940672751462,0.08621608123658232,0.29628944296384274,0.10204289470716141,0.44764632783516667,0.7229975885708634,0.22361224517090636,In,NA,Test
MD075,0.027097505668934246,0.10122989593188267,-0.02465624999999999,0.10131081081081082,-0.056190476190476166,-0.05615335692861023,-0.006318681318681318,0.1499999999999999,1,1,0.06234107290964541,0.9376589270903546,0.2766623899954734,0.19352583589595967,0.11803222572807899,0.251635545257766,0.39853772153554556,0.3537354148519179,0.08880926941943933,0.17944192331696945,In,NA,Test
MD109,0.3345804988662131,-0.017975402081362345,0.29721875,0.14414864864864865,-0.1391036414565826,-0.056791036718884434,-0.006318681318681318,0.1499999999999999,-1,1,0.000783988130064639,0.9992160118699354,0.9298617199111374,0.28296510847461936,1.2937803203627487,0.45956368326239505,0.7277292772039694,0.35866588158881824,0.08880926941943933,0.17944192331696945,In,NA,Test
MD087,-0.06208616780045353,0.002119205298013012,0.022222222222222227,0.3091591591591592,0.03193277310924367,-0.056206986136369014,0.0,0.16666666666666674,1,1,0.08539000368378591,0.9146099963162141,0.626607767890953,0.2026423492807227,0.08758677302890337,1.260498789546823,0.04866048027444399,0.3541500697132038,0.1235793955531022,0.22361224517090636,In,NA,Test
MD058,0.09308390022675736,0.03500473036896884,0.45971875,0.09631081081081083,0.6390476190476193,-0.05615335692861023,-0.006318681318681318,0.1499999999999999,1,1,0.0255777771712844,0.9744222228287156,0.017740180568612228,0.07119135542102842,2.0065400523697687,0.22736633041179988,2.3617779580895495,0.3537354148519179,0.08880926941943933,0.17944192331696945,In,NA,Test
MD049,-0.06292517006802721,0.3992431409649954,-0.07059375,-0.1645,-0.07355742296918767,-0.05468905518798058,-0.006318681318681318,0.1499999999999999,1,1,0.017920965596398553,0.9820790344036014,0.6298999059489577,1.384753196822408,0.31952391919929424,1.0385683899318412,0.4674900068444723,0.34241360234496143,0.08880926941943933,0.17944192331696945,In,NA,Test
MD114,-0.0370748299319728,-0.368968779564806,-0.09746874999999998,-0.1226081081081081,-0.05394957983193275,-0.05204386494684315,-0.006318681318681318,0.1499999999999999,-1,1,0.0009795720344214498,0.9990204279655786,0.5284664630807028,1.6859662224546577,0.4374034133389167,0.8352317250061785,0.389640652463426,0.32196129588078204,0.08880926941943933,0.17944192331696945,In,NA,Test
MD046,-0.06208616780045353,-0.4813245033112586,-0.08496527777777776,-0.08948948948948943,-0.05098039215686277,0.2223646111334168,0.0,-0.3333333333333333,1,1,0.003482126787691775,0.9965178732123082,0.626607767890953,2.135077845894738,0.38256051173726546,0.6744791508748041,0.3778520359428678,1.7997334547956878,0.1235793955531022,1.1014974104471877,In,NA,Test
MD025,-0.06208616780045353,-0.11708609271523215,-0.025885416666666692,0.08716216216216212,-0.11036414565826333,0.017598545145367368,0.0,-0.3333333333333333,1,1,0.000975497018514293,0.9990245029814857,0.626607767890953,0.6791332936513024,0.1234236134445425,0.18296022649093713,0.6136243663540362,0.21650580261322996,0.1235793955531022,1.1014974104471877,In,NA,Test
MD018,-0.06208616780045353,-0.3422516556291393,-0.04588541666666671,-0.05878378378378379,-0.016246498599439798,0.16332018610802768,0.0,-0.3333333333333333,1,1,0.003016214825136476,0.9969837851748635,0.626607767890953,1.5791717441290622,0.2111478881530989,0.5254384771210483,0.23994746532501457,1.3432087569345408,0.1235793955531022,1.1014974104471877,In,NA,Test
MD138,0.17006802721088432,0.2869757174392937,-0.5737500000000001,-0.09763513513513512,-0.40364145658263306,-0.0024247577210426453,0.0,0.0,-1,-1,0.9985139471411666,0.0014860528588334205,0.2843357304293924,0.935994529637418,2.526474774015646,0.7140168357214609,1.778028281167684,0.061687929675363545,0.1235793955531022,0.2180909733684585,In,NA,Test
MD031,0.025215419501133783,0.5186754966887415,-0.04590277777777777,-0.6908408408408407,-0.05546218487394964,-0.015584421718901302,0.0,0.16666666666666674,1,1,0.0009778582937439717,0.999022141706256,0.2840474564499165,1.8621517429917869,0.2112240376971165,3.593344179646411,0.395646174087107,0.040061077584734615,0.1235793955531022,0.22361224517090636,In,2.4506915203359307,Test
